Comment	Date	Processing	Marker2	file_name	analysis_set	plate	well	row	column	cell_passage	conc_first_treatment_nm	coumpound_ID	compound_first_treatment	conc_second_treatment	cell_type	compound_second_treatment	batch_reagent_first_treatment	batch_reagent_second_treatment	compound_pre_treatment	conc_pre_treatment	cell_number	comments_assay	batch_reagent_first_treatment_in_aggregate	batch_reagent_second_treatment_in_aggregate	treatment_annotation	Marker1	adjusted_Time	Marker0	adjusted_Marker2	experiment_phase	removal_check	curve_smoothing	baseline_average	baseline_average_raw	min_signal	baseline_norm_method	blank_test	blank_annotation	peak_height_normalizator	peak_height_normalizator_annotation	peak_height_normalization_method
c	2023-04-21	---	0	CaFlux-L4&L5-20230421.c1-1_20230421_384_11_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	c	E16	E	16	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-Nle-L5-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	16:03:39	51.36400008201599	348.364000082016	baseline	NA	rolling average of 10 time points	14217.300661860605	14217.300661860605	7613.643709377968	ratio_to_baseline	FALSE	Buffer	2.2028733	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
a	2023-04-21	---	0	CaFlux-L4&L5-20230421.a1-1_20230421_384_7_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	a	E16	E	16	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-Nle-L5-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:40:38	51.36400008201599	348.364000082016	baseline	NA	rolling average of 10 time points	14060.43650344009	14060.43650344009	6895.9866341888	ratio_to_baseline	FALSE	Buffer	2.2417537	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b1-1_20230421_384_9_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	E16	E	16	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-Nle-L5-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	baseline	NA	rolling average of 10 time points	14685.580286367913	14685.580286367913	7025.976877479826	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
a	2023-04-21	---	0	CaFlux-L4&L5-20230421.a1-1_20230421_384_7_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	a	E16	E	16	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-Nle-L5-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:40:38	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14060.43650344009	14060.43650344009	6895.9866341888	ratio_to_baseline	FALSE	Buffer	2.2417537	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b1-1_20230421_384_9_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	E16	E	16	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-Nle-L5-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14685.580286367913	14685.580286367913	7025.976877479826	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
c	2023-04-21	---	0	CaFlux-L4&L5-20230421.c1-1_20230421_384_11_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	c	E16	E	16	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-Nle-L5-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	16:03:39	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14217.300661860605	14217.300661860605	7613.643709377968	ratio_to_baseline	FALSE	Buffer	2.2028733	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b2-1_20230421_384_10_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	E16	E	16	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-Nle-L5-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14685.580286367913	14685.580286367913	7025.976877479826	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
c	2023-04-21	---	0	CaFlux-L4&L5-20230421.c2-1_20230421_384_12_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	c	E16	E	16	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-Nle-L5-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	16:03:39	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14217.300661860605	14217.300661860605	7613.643709377968	ratio_to_baseline	FALSE	Buffer	2.2028733	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
a	2023-04-21	---	0	CaFlux-L4&L5-20230421.a2-1_20230421_384_8_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	a	E16	E	16	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-Nle-L5-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:40:38	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14060.43650344009	14060.43650344009	6895.9866341888	ratio_to_baseline	FALSE	Buffer	2.2417537	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b2-1_20230421_384_10_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	E16	E	16	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-Nle-L5-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	second_treatment	NA	rolling average of 10 time points	14685.580286367913	14685.580286367913	7025.976877479826	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
c	2023-04-21	---	0	CaFlux-L4&L5-20230421.c2-1_20230421_384_12_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	c	E16	E	16	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-Nle-L5-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	16:03:39	51.36400008201599	348.364000082016	second_treatment	NA	rolling average of 10 time points	14217.300661860605	14217.300661860605	7613.643709377968	ratio_to_baseline	FALSE	Buffer	2.2028733	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
a	2023-04-21	---	0	CaFlux-L4&L5-20230421.a2-1_20230421_384_8_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	a	E16	E	16	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-Nle-L5-20_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-20_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:40:38	51.36400008201599	348.364000082016	second_treatment	NA	rolling average of 10 time points	14060.43650344009	14060.43650344009	6895.9866341888	ratio_to_baseline	FALSE	Buffer	2.2417537	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
c	2023-04-21	---	0	CaFlux-L4&L5-20230421.c1-1_20230421_384_11_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	c	E17	E	17	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L5-21_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-21_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	16:03:39	51.36400008201599	348.364000082016	baseline	NA	rolling average of 10 time points	14157.820222872539	14157.820222872539	7552.865794195937	ratio_to_baseline	FALSE	Buffer	2.2028733	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
a	2023-04-21	---	0	CaFlux-L4&L5-20230421.a1-1_20230421_384_7_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	a	E17	E	17	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L5-21_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-21_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:40:38	51.36400008201599	348.364000082016	baseline	NA	rolling average of 10 time points	14302.465180479292	14302.465180479292	7019.999640840177	ratio_to_baseline	FALSE	Buffer	2.2417537	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b1-1_20230421_384_9_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	E17	E	17	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L5-21_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-21_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	baseline	NA	rolling average of 10 time points	14927.058754608259	14927.058754608259	7431.546503724751	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
a	2023-04-21	---	0	CaFlux-L4&L5-20230421.a1-1_20230421_384_7_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	a	E17	E	17	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L5-21_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-21_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:40:38	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14302.465180479292	14302.465180479292	7019.999640840177	ratio_to_baseline	FALSE	Buffer	2.2417537	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b1-1_20230421_384_9_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	E17	E	17	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L5-21_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-21_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14927.058754608259	14927.058754608259	7431.546503724751	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
c	2023-04-21	---	0	CaFlux-L4&L5-20230421.c1-1_20230421_384_11_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	c	E17	E	17	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L5-21_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-21_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	16:03:39	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14157.820222872539	14157.820222872539	7552.865794195937	ratio_to_baseline	FALSE	Buffer	2.2028733	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b2-1_20230421_384_10_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	E17	E	17	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L5-21_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-21_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14927.058754608259	14927.058754608259	7431.546503724751	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
c	2023-04-21	---	0	CaFlux-L4&L5-20230421.c2-1_20230421_384_12_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	c	E17	E	17	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L5-21_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-21_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	16:03:39	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14157.820222872539	14157.820222872539	7552.865794195937	ratio_to_baseline	FALSE	Buffer	2.2028733	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
a	2023-04-21	---	0	CaFlux-L4&L5-20230421.a2-1_20230421_384_8_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	a	E17	E	17	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L5-21_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-21_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:40:38	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14302.465180479292	14302.465180479292	7019.999640840177	ratio_to_baseline	FALSE	Buffer	2.2417537	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b2-1_20230421_384_10_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	E17	E	17	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L5-21_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-21_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	second_treatment	NA	rolling average of 10 time points	14927.058754608259	14927.058754608259	7431.546503724751	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
c	2023-04-21	---	0	CaFlux-L4&L5-20230421.c2-1_20230421_384_12_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	c	E17	E	17	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L5-21_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-21_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	16:03:39	51.36400008201599	348.364000082016	second_treatment	NA	rolling average of 10 time points	14157.820222872539	14157.820222872539	7552.865794195937	ratio_to_baseline	FALSE	Buffer	2.2028733	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
a	2023-04-21	---	0	CaFlux-L4&L5-20230421.a2-1_20230421_384_8_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	a	E17	E	17	Mixt20230321f20220519NCWBt20230322f20211219FC	4	NA	XXXX-Nle-L5-21_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-21_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:40:38	51.36400008201599	348.364000082016	second_treatment	NA	rolling average of 10 time points	14302.465180479292	14302.465180479292	7019.999640840177	ratio_to_baseline	FALSE	Buffer	2.2417537	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
c	2023-04-21	---	0	CaFlux-L4&L5-20230421.c1-1_20230421_384_11_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	c	E18	E	18	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-Nle-L5-21_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-21_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	16:03:39	51.36400008201599	348.364000082016	baseline	NA	rolling average of 10 time points	14695.949591744513	14695.949591744513	7510.760988147087	ratio_to_baseline	FALSE	Buffer	2.2028733	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
a	2023-04-21	---	0	CaFlux-L4&L5-20230421.a1-1_20230421_384_7_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	a	E18	E	18	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-Nle-L5-21_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-21_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:40:38	51.36400008201599	348.364000082016	baseline	NA	rolling average of 10 time points	14831.568671649835	14831.568671649835	7214.930087877983	ratio_to_baseline	FALSE	Buffer	2.2417537	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b1-1_20230421_384_9_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	E18	E	18	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-Nle-L5-21_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-21_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	baseline	NA	rolling average of 10 time points	15255.995102548424	15255.995102548424	7353.789050244326	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
a	2023-04-21	---	0	CaFlux-L4&L5-20230421.a1-1_20230421_384_7_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	a	E18	E	18	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-Nle-L5-21_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-21_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:40:38	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14831.568671649835	14831.568671649835	7214.930087877983	ratio_to_baseline	FALSE	Buffer	2.2417537	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b1-1_20230421_384_9_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	E18	E	18	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-Nle-L5-21_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-21_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	15255.995102548424	15255.995102548424	7353.789050244326	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
c	2023-04-21	---	0	CaFlux-L4&L5-20230421.c1-1_20230421_384_11_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	c	E18	E	18	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-Nle-L5-21_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-21_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	16:03:39	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14695.949591744513	14695.949591744513	7510.760988147087	ratio_to_baseline	FALSE	Buffer	2.2028733	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
b	2023-04-21	---	0	CaFlux-L4&L5-20230421.b2-1_20230421_384_10_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	b	E18	E	18	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-Nle-L5-21_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-21_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	15:51:46	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	15255.995102548424	15255.995102548424	7353.789050244326	ratio_to_baseline	FALSE	Buffer	2.2917154	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
c	2023-04-21	---	0	CaFlux-L4&L5-20230421.c2-1_20230421_384_12_Raw_Raw1.TXT	CaFlux-L4&L5-20230421	c	E18	E	18	Mixt20230321f20220519NCWBt20230322f20211219FC	0.125	NA	XXXX-Nle-L5-21_Multiplex2023Apr	100	CellsX	XXXX-WT-fixed_Pur-2021May	all banks	all banks	NA	NA	40000		Multiplex2023Apr	Pur-2021May	XXXX-Nle-L5-21_Multiplex2023Apr + XXXX-WT-fixed_Pur-2021May	51.36400008201599	16:03:39	51.36400008201599	348.364000082016	first_treatment	NA	rolling average of 10 time points	14695.949591744513	14695.949591744513	7510.760988147087	ratio_to_baseline	FALSE	Buffer	2.2028733	second_treatment from Buffer + XXXX-WT-fixed_Pur-2021May on CellsX - Mixt20230321f20220519NCWBt20230322f20211219FC	ratio_to_ph
